QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	AnswerPhrase1	AnswerPhrase2	AnswerPhrase3
Q645	what does automatic paper feeder on printers mean	D630	Automatic Document Feeder	D630-1	In multifunction or all-in-one printers , fax machines , photocopiers and scanners , an automatic document feeder or ADF is a feature which takes several pages and feeds the paper one page at a time into a scanner or copier, allowing the user to scan , and thereby copy , print , or fax , multiple-page documents without having to manually replace each page.		In multifunction or all-in-one printers , fax machines , photocopiers and scanners , an automatic document feeder or ADF is a feature which takes several pages and feeds the paper one page at a time into a scanner or copier, allowing the user to scan , and thereby copy , print , or fax , multiple-page documents without having to manually replace each page	a feature which takes several pages and feeds the paper one page at a time into a scanner or copier, allowing the user to scan , and thereby copy , print , or fax , multiple-page documents without having to manually replace each page
Q647	what county is san jose in?	D632	San Jose, California	D632-0	San Jose (; Spanish : St. Joseph ) is the third-largest city in California , the tenth-largest in the U.S., and the county seat of Santa Clara County which is located at the southern end of San Francisco Bay .		Santa Clara County	Santa Clara County
Q651	what cars have smart key systems	D636	Smart key	D636-2	It was first developed by Siemens in the mid-1990s and introduced by Mercedes-Benz under the name "Keyless Go" in 1998 on the W220 S-Class following its design patent filed by Daimler-Benz on May 17, 1997.		W220 S-Class	It was first developed by Siemens in the mid-1990s and introduced by Mercedes-Benz under the name "Keyless Go" in 1998 on the W220 S-Class following its design patent filed by Daimler-Benz on May 17, 1997
Q660	how old a child pedophile crime	D644	Pedophilia	D644-0	As a medical diagnosis, pedophilia or paedophilia is a psychiatric disorder in persons 16 years of age or older typically characterized by a primary or exclusive sexual interest toward prepubescent children (generally age 11 years or younger, though specific diagnosis criteria for the disorder extends the cut-off point for prepubescence to age 13).		generally age 11 years or younger	NO_ANS
Q662	how many people were killed in the holocaust	D646	The Holocaust	D646-6	Over one million Jewish children were killed in the Holocaust, as were approximately two million Jewish women and three million Jewish men.		Over one million Jewish children were killed in the Holocaust, as were approximately two million Jewish women and three million Jewish men	Over one million Jewish children were killed in the Holocaust, as were approximately two million Jewish women and three million Jewish men
Q676	how did John F. Kennedy die?	D660	John F. Kennedy	D660-10	Kennedy was assassinated on November 22, 1963 in Dallas , Texas.		November 22, 1963	assassinated
Q677	how many members are in the house of representatives	D332	United States House of Representatives	D332-8	The total number of voting representatives is fixed by law at 435.		435	435
Q678	what can silk be used for	D661	Silk	D661-4	Silk is a natural protein fibre , some forms of which can be woven into textiles .		be woven into textiles	can be woven into textiles
Q679	what channel is letterman on	D662	Late Show with David Letterman	D662-0	Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS .		CBS	CBS
Q682	what does uncle sam represent to the american people	D665	Uncle Sam	D665-2	Uncle Sam (initials U.S.) is a common national personification of the American government that, according to legend, came into use during the War of 1812 and was supposedly named for Samuel Wilson .		a common national personification of the American government	a common national personification of the American government
Q683	what does karma mean in buddhism	D666	Karma in Buddhism	D666-0	Karma ( Sanskrit , also karman, Pāli : Kamma) means "action" or "doing"; whatever one does, says, or thinks is a karma.		action" or "doing"; whatever one does, says, or thinks is a karma	means "action" or "doing"
Q683	what does karma mean in buddhism	D666	Karma in Buddhism	D666-1	In Buddhism , the term karma is used specifically for those actions which spring from the intention (Sanskrit: cetanā , Pali: cetana) of an unenlightened being.		those actions which spring from the intention (Sanskrit: cetanā , Pali: cetana) of an unenlightened being	In Buddhism , the term karma is used specifically for those actions which spring from the intention (Sanskrit: cetanā , Pali: cetana) of an unenlightened being
Q683	what does karma mean in buddhism	D666	Karma in Buddhism	D666-6	As one scholar states, "the Buddhist theory of action and result (karmaphala) is fundamental to much of Buddhist doctrine, because it provides a coherent model of the functioning of the world and its beings, which in turn forms the doctrinal basis for the Buddhist explanations of the path of liberation from the world and its result, nirvāṇa ."		the Buddhist theory of action and result (karmaphala) is fundamental to much of Buddhist doctrine, because it provides a coherent model of the functioning of the world and its beings, which in turn forms the doctrinal basis for the Buddhist explanations of the path of liberation from the world and its result, nirvāṇa	As one scholar states, "the Buddhist theory of action and result (karmaphala) is fundamental to much of Buddhist doctrine, because it provides a coherent model of the functioning of the world and its beings, which in turn forms the doctrinal basis for the Buddhist explanations of the path of liberation from the world and its result, nirvāṇa ."
Q684	what do cyberstalkers do	D667	Cyberstalking	D667-0	Cyberstalking is the use of the Internet or other electronic means to stalk or harass an individual, a group of individuals, or an organization.		the use of the Internet or other electronic means to stalk or harass an individual, a group of individuals, or an organization	Cyberstalking is the use of the Internet or other electronic means to stalk or harass an individual, a group of individuals, or an organization
Q685	how do insulin syringes work	D668	Syringe	D668-2	The plunger can be pulled and pushed along inside a cylindrical tube (called a barrel), allowing the syringe to take in and expel a liquid or gas through an at the open end of the tube.		The plunger can be pulled and pushed along inside a cylindrical tube (called a barrel), allowing the syringe to take in and expel a liquid or gas through an at the open end of the tube	The plunger can be pulled and pushed along inside a cylindrical tube (called a barrel), allowing the syringe to take in and expel a liquid or gas through an at the open end of the tube
